,Format,Game Location,Line,Length,Location,Speed,Bowling Style,Bounce,Out
6696,Test,Southampton,Middle Stump,Good,Close,112,Left arm Medium fast,Normal,0
6697,Test,Southampton,Middle Stump,Good,Mid-On,124,Left arm Medium fast,Normal,0
6698,Test,Southampton,Middle Stump,Full,Point,112,Left arm Medium fast,Normal,0
6699,Test,Southampton,Offside,Full,Offside,115,Left arm Medium fast,Normal,0
6700,Test,Southampton,Middle Stump,Short,Point,118,Left arm Medium fast,Normal,0
6701,Test,Southampton,Off Stump,Full,Offside,90,Right arm Offbreak,Normal,0
6702,Test,Southampton,Middle Stump,Good,Close,125,Left arm Medium fast,Normal,0
6703,Test,Southampton,Middle Stump,Short,Close,117,Left arm Medium fast,Normal,0
6704,Test,Southampton,Offside,Full,Close,83,Right arm Offbreak,Normal,0
6705,Test,Southampton,Off Stump,Good,Offside,78,Right arm Offbreak,Normal,0
6706,Test,Southampton,Middle Stump,Good,Close,131,Right arm Fast medium,Normal,0
6707,Test,Southampton,Offside,Full,Offside,79,Right arm Offbreak,Normal,0
6708,Test,Southampton,Middle Stump,Good,Close,74,Right arm Offbreak,Normal,0
6709,Test,Southampton,Middle Stump,Good,Point,87,Right arm Offbreak,Normal,0
6710,Test,Southampton,Off Stump,Full,Offside,87,Right arm Offbreak,Normal,0
6711,Test,Southampton,Offside,Good,Close,94,Right arm Offbreak,Normal,0
6712,Test,Southampton,Legside,Short,Short Leg,86,Right arm Offbreak,Normal,0
6713,Test,Southampton,Legside,Good,Short Leg,94,Right arm Offbreak,Normal,0
6714,Test,Southampton,Offside,Good,Offside,74,Right arm Offbreak,Low,0
6715,Test,Southampton,Offside,Good,Offside,78,Right arm Offbreak,Normal,0
6716,Test,Southampton,Legside,Short,Square Leg,75,Right arm Offbreak,Normal,0
6717,Test,Southampton,Middle Stump,Good,Deep Point,89,Right arm Offbreak,Normal,0
6718,Test,Southampton,Offside,Short,Offside,134,Right arm Fast medium,Normal,0
6719,Test,Southampton,Middle Stump,Good,Offside,135,Right arm Fast medium,Normal,0
6720,Test,Southampton,Middle Stump,Good,Close,129,Right arm Fast medium,Low,0
6721,Test,Southampton,Middle Stump,Good,Close,134,Right arm Fast medium,Normal,0
6722,Test,Southampton,Wide Outside Off,Full,Sweeper,85,Right arm Offbreak,Normal,0
6723,Test,Southampton,Middle Stump,Full,Mid-Off,128,Right arm Fast medium,Normal,0
6724,Test,Southampton,Off Stump,Full,Offside,135,Right arm Fast medium,Normal,0
6725,Test,Southampton,Offside,Good,Legside,134,Right arm Fast medium,Normal,0
6726,Test,Southampton,Offside,Full,Offside,137,Right arm Fast medium,Normal,0
6727,Test,Southampton,Middle Stump,Good,Mid-On,131,Right arm Fast medium,Normal,0
6728,Test,Southampton,Middle Stump,Back of a Length,Point,129,Right arm Fast medium,Normal,0
6729,Test,Southampton,Offside,Full,Wicketkeeper,86,Legbreak,Normal,0
6730,Test,Southampton,Offside,Good,Offside,71,Legbreak,Normal,0
6731,Test,Southampton,Off Stump,Good,Close,77,Legbreak,Normal,0
6732,Test,Southampton,Offside,Good,Offside,85,Legbreak,Normal,0
6733,Test,Southampton,Middle Stump,Good,Close,81,Legbreak,Normal,0
6734,Test,Southampton,Middle Stump,Good,Close,71,Legbreak,Normal,0
6735,Test,Southampton,Middle Stump,Short,Point,77,Legbreak,Normal,0
6736,Test,Southampton,Middle Stump,Good,Midwicket,84,Legbreak,Normal,0
6737,Test,Southampton,Offside,Good,Offside,72,Legbreak,Normal,0
6738,Test,Southampton,Offside,Full,Offside,79,Legbreak,Normal,0
6739,Test,Southampton,Off Stump,Good,Offside,74,Legbreak,Normal,0
6740,Test,Southampton,Middle Stump,Good,Mid-Off,72,Legbreak,Normal,0
6741,Test,Southampton,Offside,Good,Offside,74,Legbreak,Normal,0
6742,Test,Southampton,Off Stump,Full,Close,86,Legbreak,Normal,0
6743,Test,Southampton,Middle Stump,Good,Midwicket,81,Legbreak,Normal,0
6744,Test,Southampton,Off Stump,Short,Deep Midwicket,73,Right arm Offbreak,Normal,0
6745,Test,Southampton,Leg Stump,Short,Short Leg,83,Legbreak,Normal,0
6746,Test,Southampton,Middle Stump,Short,Deep Midwicket,82,Legbreak,Normal,0
6747,Test,Southampton,Offside,Good,Sweeper,94,Legbreak,Normal,0
6748,Test,Southampton,Legside,Short,Square Leg,84,Right arm Offbreak,Normal,0
6749,Test,Southampton,Offside,Back of a Length,Offside,135,Right arm Fast medium,Normal,0
6750,Test,Southampton,Middle Stump,Full,Close,130,Right arm Fast medium,Normal,0
6751,Test,Southampton,Middle Stump,Good,Midwicket,135,Right arm Fast medium,Normal,0
6752,Test,Southampton,Offside,Full,Mid-Off,93,Legbreak,Normal,0
6753,Test,Southampton,Middle Stump,Back of a Length,Point,128,Right arm Fast medium,Normal,0
6754,Test,Southampton,Off Stump,Good,Close,136,Right arm Fast medium,Normal,0
6755,Test,Southampton,Middle Stump,Good,Point,135,Right arm Fast medium,Normal,0
6756,Test,Southampton,Offside,Good,Wicketkeeper,76,Legbreak,Normal,0
6757,Test,Southampton,Middle Stump,Full,Close,80,Legbreak,Normal,0
6758,Test,Southampton,Middle Stump,Good,Close,72,Legbreak,Normal,0
6759,Test,Southampton,Off Stump,Short,Offside,82,Legbreak,Normal,0
6760,Test,Southampton,Middle Stump,Full,Close,76,Legbreak,Normal,0
6761,Test,Southampton,Offside,Good,Close,94,Legbreak,Normal,0
6762,Test,Southampton,Middle Stump,Good,Close,136,Right arm Fast medium,Normal,0
6763,Test,Southampton,Middle Stump,Good,Point,128,Right arm Fast medium,Normal,0
6764,Test,Southampton,Legside,Full,Legside,94,Legbreak,Normal,0
6765,Test,Southampton,Middle Stump,Good,Close,85,Legbreak,Normal,0
6766,Test,Southampton,Legside,Full,Legside,80,Legbreak,Normal,0
6767,Test,Southampton,Offside,Good,Point,136,Right arm Fast medium,Normal,0
6768,Test,Southampton,Middle Stump,Full,Mid-On,137,Right arm Fast medium,Normal,0
6769,Test,Southampton,Wide Outside Off,Good,Close,134,Right arm Fast medium,Normal,0
6770,Test,Southampton,Middle Stump,Good,Close,138,Right arm Fast medium,Normal,0
6771,Test,Southampton,Legside,Short,Short Leg,72,Right arm Offbreak,Normal,0
6772,Test,Southampton,Middle Stump,Full,Close,91,Right arm Offbreak,Normal,0
6773,Test,Southampton,Wide Outside Off,Full,Point,81,Right arm Offbreak,Normal,0
6774,Test,Southampton,Middle Stump,Good,Close,-1,Right arm Fast medium,Normal,0
6775,Test,Southampton,Middle Stump,Good,Offside,135,Right arm Fast medium,Normal,0
6776,Test,Southampton,Legside,Full,Legside,135,Right arm Fast medium,Normal,0
6777,Test,Southampton,Middle Stump,Good,Close,132,Right arm Fast medium,Normal,0
6778,Test,Southampton,Middle Stump,Good,Close,135,Right arm Fast medium,Normal,0
6779,Test,Southampton,Middle Stump,Good,Close,131,Right arm Fast medium,Normal,0
6780,Test,Southampton,Off Stump,Full,Offside,73,Right arm Offbreak,Normal,0
6781,Test,Southampton,Offside,Good,Offside,130,Right-arm fast-medium,Normal,0
6782,Test,Southampton,Middle Stump,Good,Close,134,Right-arm fast-medium,Normal,0
6783,Test,Southampton,Wide Outside Off,Good,Close,137,Right-arm fast-medium,Normal,0
6784,Test,Southampton,Offside,Good,Wicketkeeper,132,Right-arm fast-medium,Normal,0
6785,Test,Southampton,Middle Stump,Good,Close,130,Right-arm fast-medium,Normal,0
6786,Test,Southampton,Offside,Good,Offside,130,Right-arm fast-medium,Normal,0
6787,Test,Southampton,Off Stump,Good,Close,75,Right arm Offbreak,Normal,0
6788,Test,Southampton,Off Stump,Good,Midwicket,89,Right arm Offbreak,Normal,0
6789,Test,Southampton,Middle Stump,Good,Wicketkeeper,132,Right-arm fast-medium,Normal,0
6790,Test,Southampton,Legside,Short,Fine Leg,132,Right-arm fast-medium,Normal,0
6791,Test,Southampton,Middle Stump,Full,Wicketkeeper,133,Right-arm fast-medium,Normal,0
6792,Test,Southampton,Legside,Short,Short Fine Leg,89,Right arm Offbreak,Normal,0
6793,Test,Southampton,Legside,Short,Short Leg,71,Right arm Offbreak,Normal,0
6794,Test,Southampton,Legside,Full,Short Leg,87,Right arm Offbreak,Normal,1
6795,Test,The Oval,Middle Stump,Short,Close,118,Left arm Medium fast,High,0
6796,Test,The Oval,Middle Stump,Good,Close,123,Left arm Medium fast,Normal,0
6797,Test,The Oval,Middle Stump,Good,Close,121,Left arm Medium fast,Normal,0
6798,Test,The Oval,Middle Stump,Short,Close,122,Left arm Medium fast,Normal,0
6799,Test,The Oval,Middle Stump,Good,Close,113,Left arm Medium fast,Normal,0
6800,Test,The Oval,Middle Stump,Good,Close,80,Right arm Offbreak,Normal,0
6801,Test,The Oval,Legside,Short,Square Leg,92,Right arm Offbreak,Normal,0
6802,Test,The Oval,Offside,Full,Offside,122,Left arm Medium fast,Normal,0
6803,Test,The Oval,Offside,Good,Offside,125,Left arm Medium fast,Normal,0
6804,Test,The Oval,Legside,Back of a Length,Square Leg,117,Left arm Medium fast,Normal,0
6805,Test,The Oval,Middle Stump,Full,Offside,114,Left arm Medium fast,Normal,0
6806,Test,The Oval,Middle Stump,Good,Close,114,Left arm Medium fast,Normal,0
6807,Test,The Oval,Legside,Good,Legside,123,Left arm Medium fast,Normal,0
6808,Test,The Oval,Middle Stump,Full,Deep Midwicket,82,Right arm Offbreak,Normal,0
6809,Test,The Oval,Offside,Back of a Length,Point,109,Left arm Medium fast,Normal,0
6810,Test,The Oval,Middle Stump,Good,Offside,117,Left arm Medium fast,Normal,0
6811,Test,The Oval,Middle Stump,Back of a Length,Point,115,Left arm Medium fast,Normal,0
6812,Test,The Oval,Middle Stump,Full,Mid-Off,120,Left arm Medium fast,Normal,0
6813,Test,The Oval,Middle Stump,Short,Close,122,Left arm Medium fast,Normal,0
6814,Test,The Oval,Legside,Good,Square Leg,124,Left arm Medium fast,Normal,0
6815,Test,The Oval,Middle Stump,Short,Close,70,Right arm Offbreak,High,0
6816,Test,The Oval,Middle Stump,Short,Midwicket,71,Right arm Offbreak,Normal,0
6817,Test,The Oval,Legside,Good,Square Leg,89,Right arm Offbreak,Normal,0
6818,Test,The Oval,Legside,Short,Short Leg,75,Right arm Offbreak,Normal,0
6819,Test,The Oval,Wide Outside Off,Full,Close,84,Right arm Offbreak,Normal,0
6820,Test,The Oval,Offside,Good,Offside,135,Right arm Fast medium,Normal,0
6821,Test,The Oval,Middle Stump,Full,Point,132,Right arm Fast medium,Normal,0
6822,Test,The Oval,Offside,Full,Offside,138,Right arm Fast medium,Normal,0
6823,Test,The Oval,Middle Stump,Good,Offside,132,Right arm Fast medium,Normal,0
6824,Test,The Oval,Offside,Good,Close,131,Right arm Fast medium,Normal,0
6825,Test,The Oval,Legside,Good,Close,136,Right arm Fast medium,Normal,0
6826,Test,The Oval,Offside,Good,Wicketkeeper,128,Right arm Fast medium,Normal,0
6827,Test,The Oval,Offside,Good,Wicketkeeper,128,Right arm Fast medium,Normal,0
6828,Test,The Oval,Offside,Good,Close,129,Right arm Fast medium,Normal,0
6829,Test,The Oval,Offside,Good,Offside,134,Right arm Fast medium,Normal,0
6830,Test,The Oval,Wide Outside Off,Good,Close,130,Right arm Fast medium,Normal,0
6831,Test,The Oval,Offside,Good,Wicketkeeper,132,Right arm Fast medium,Normal,0
6832,Test,The Oval,Middle Stump,Short,Point,128,Right arm Fast medium,Normal,0
6833,Test,The Oval,Legside,Short,Long Leg,128,Right arm Fast medium,High,0
6834,Test,The Oval,Wide Outside Off,Good,Wicketkeeper,133,Right arm Fast medium,Normal,0
6835,Test,The Oval,Offside,Full,Mid-Off,135,Right arm Fast medium,Normal,0
6836,Test,The Oval,Wide Outside Off,Short,Close,137,Right arm Fast medium,Normal,0
6837,Test,The Oval,Middle Stump,Full,Close,138,Right arm Fast medium,Normal,0
6838,Test,The Oval,Legside,Short,Legside,138,Right arm Fast medium,Normal,0
6839,Test,The Oval,Offside,Good,Covers,138,Right arm Fast medium,Normal,0
6840,Test,The Oval,Legside,Full,Square Leg,136,Right arm Fast medium,Normal,0
6841,Test,The Oval,Middle Stump,Good,Close,131,Right arm Fast medium,Normal,0
6842,Test,The Oval,Offside,Back of a Length,Wicketkeeper,136,Right arm Fast medium,Normal,0
6843,Test,The Oval,Legside,Back of a Length,Legside,135,Right arm Fast medium,Normal,0
6844,Test,The Oval,Wide Outside Off,Good,Wicketkeeper,129,Right arm Fast medium,Normal,0
6845,Test,The Oval,Middle Stump,Good,Close,134,Right arm Fast medium,Normal,0
6846,Test,The Oval,Middle Stump,Full,Point,137,Right arm Fast medium,Normal,0
6847,Test,The Oval,Middle Stump,Back of a Length,Offside,128,Right arm Fast medium,Normal,0
6848,Test,The Oval,Legside,Full,Legside,134,Right arm Fast medium,Normal,0
6849,Test,The Oval,Legside,Short,Legside,128,Right arm Fast medium,High,0
6850,Test,The Oval,Middle Stump,Short,Close,133,Right-arm fast-medium,Normal,0
6851,Test,The Oval,Legside,Short,Square Leg,133,Right arm Fast medium,High,0
6852,Test,The Oval,Middle Stump,Good,Close,134,Right arm Fast medium,Normal,0
6853,Test,The Oval,Offside,Short,Offside,135,Right-arm fast-medium,Normal,0
6854,Test,The Oval,Wide Outside Off,Full,Close,136,Right-arm fast-medium,Normal,0
6855,Test,The Oval,Middle Stump,Short,Midwicket,129,Right-arm fast-medium,Normal,0
6856,Test,The Oval,Wide Outside Off,Good,Third Man,121,Left arm Medium fast,Normal,0
6857,Test,The Oval,Middle Stump,Good,Midwicket,113,Left arm Medium fast,Normal,0
6858,Test,The Oval,Middle Stump,Full,Point,114,Left arm Medium fast,Normal,0
6859,Test,The Oval,Wide Outside Off,Full,Third Man,118,Left arm Medium fast,Normal,0
6860,Test,The Oval,Off Stump,Good,Close,117,Left arm Medium fast,Normal,0
6861,Test,The Oval,Legside,Full,Square Leg,116,Left arm Medium fast,Normal,0
6862,Test,The Oval,Legside,Short,Deep Square Leg,124,Left arm Medium fast,High,0
6863,Test,The Oval,Offside,Good,Offside,129,Right-arm fast-medium,Normal,0
6864,Test,The Oval,Middle Stump,Good,Second slip,137,Right-arm fast-medium,Normal,1
6865,Test,The Oval,Offside,Good,Offside,136,Right arm Fast medium,Normal,1
6866,Test,Adelaide,Middle Stump,Good,Midwicket,134,Right arm Fast medium,Normal,0
6867,Test,Adelaide,Legside,Good,Square Leg,134,Right arm Fast medium,Normal,0
6868,Test,Adelaide,Wide Outside Off,Short,Close,140,Left-arm fast,Normal,0
6869,Test,Adelaide,Legside,Good,Square Leg,141,Left-arm fast,Normal,0
6870,Test,Adelaide,Offside,Full,Point,143,Left-arm fast,Normal,0
6871,Test,Adelaide,Offside,Back of a Length,Offside,147,Left-arm fast,Normal,0
6872,Test,Adelaide,Middle Stump,Full,Close,149,Left-arm fast,Normal,0
6873,Test,Adelaide,Middle Stump,Short,Midwicket,141,Left-arm fast,Normal,0
6874,Test,Adelaide,Offside,Short,Offside,133,Right arm Fast medium,Normal,0
6875,Test,Adelaide,Offside,Full,Offside,128,Right arm Fast medium,Normal,0
6876,Test,Adelaide,Middle Stump,Good,Offside,136,Right arm Fast medium,Normal,0
6877,Test,Adelaide,Middle Stump,Good,Gully,131,Right arm Fast medium,Normal,0
6878,Test,Adelaide,Legside,Short,Short Leg,132,Right arm Fast medium,Normal,0
6879,Test,Adelaide,Offside,Short,Mid-On,140,Right arm Fast,Normal,0
6880,Test,Adelaide,Middle Stump,Full,Mid-Off,148,Right arm Fast,Normal,0
6881,Test,Adelaide,Middle Stump,Full,Gully,148,Right arm Fast,Normal,1
6882,Test,Adelaide,Legside,Good,Fine Leg,128,Right arm Fast medium,Normal,0
6883,Test,Adelaide,Middle Stump,Full,Close,133,Right arm Fast medium,Normal,0
6884,Test,Adelaide,Middle Stump,Good,Close,135,Right arm Fast medium,Normal,0
6885,Test,Adelaide,Offside,Back of a Length,Offside,132,Right arm Fast medium,Normal,0
6886,Test,Adelaide,Middle Stump,Good,Close,90,Right arm Offbreak,Normal,0
6887,Test,Adelaide,Legside,Short,Short Leg,85,Right arm Offbreak,Normal,0
6888,Test,Adelaide,Middle Stump,Good,Long-on,85,Right arm Offbreak,Normal,0
6889,Test,Adelaide,Legside,Good,Square Leg,85,Right arm Offbreak,Normal,0
6890,Test,Adelaide,Middle Stump,Short,Close,80,Right arm Offbreak,Normal,0
6891,Test,Adelaide,Middle Stump,Good,Close,91,Right arm Offbreak,Normal,0
6892,Test,Adelaide,Middle Stump,Short,Midwicket,93,Right arm Offbreak,Normal,0
6893,Test,Adelaide,Offside,Full,Point,88,Right arm Offbreak,Normal,0
6894,Test,Adelaide,Middle Stump,Good,Midwicket,89,Right arm Offbreak,Normal,0
6895,Test,Adelaide,Middle Stump,Short,Close,72,Right arm Offbreak,Normal,0
6896,Test,Adelaide,Offside,Good,Wicketkeeper,136,Right arm Fast medium,Normal,0
6897,Test,Adelaide,Off Stump,Good,Midwicket,137,Right arm Fast medium,Normal,0
6898,Test,Adelaide,Middle Stump,Good,Point,135,Right arm Fast medium,Normal,0
6899,Test,Adelaide,Offside,Full,Midwicket,92,Right arm Offbreak,Normal,0
6900,Test,Adelaide,Middle Stump,Full,Offside,82,Right arm Offbreak,Normal,0
6901,Test,Adelaide,Legside,Good,Square Leg,76,Right arm Offbreak,Normal,0
6902,Test,Adelaide,Off Stump,Good,Wicketkeeper,133,Right arm Fast medium,Normal,0
6903,Test,Adelaide,Offside,Back of a Length,Close,137,Right arm Fast medium,Normal,0
6904,Test,Adelaide,Off Stump,Good,Close,139,Right arm Fast medium,Normal,0
6905,Test,Adelaide,Offside,Good,Wicketkeeper,138,Right arm Fast medium,Normal,0
6906,Test,Adelaide,Middle Stump,Back of a Length,Midwicket,136,Right arm Fast medium,Normal,0
6907,Test,Adelaide,Leg Stump,Full,Close,137,Right arm Fast medium,Normal,0
6908,Test,Adelaide,Legside,Short,Short Leg,94,Right arm Offbreak,Normal,0
6909,Test,Adelaide,Legside,Short,Short Leg,93,Right arm Offbreak,Normal,0
6910,Test,Adelaide,Offside,Good,Midwicket,82,Right arm Offbreak,Normal,0
6911,Test,Adelaide,Middle Stump,Full,Close,87,Right arm Offbreak,Normal,0
6912,Test,Adelaide,Middle Stump,Full,Midwicket,74,Right arm Offbreak,Normal,0
6913,Test,Adelaide,Off Stump,Back of a Length,Close,131,Right arm Fast medium,Normal,0
6914,Test,Adelaide,Middle Stump,Back of a Length,Wicketkeeper,137,Right arm Fast medium,Normal,0
6915,Test,Adelaide,Middle Stump,Back of a Length,Close,136,Right arm Fast medium,Normal,0
6916,Test,Adelaide,Middle Stump,Good,Close,87,Right arm Offbreak,Normal,0
6917,Test,Adelaide,Middle Stump,Short,Close,84,Right arm Offbreak,Normal,0
6918,Test,Adelaide,Middle Stump,Good,Close,91,Right arm Offbreak,Normal,0
6919,Test,Adelaide,Offside,Full,Close,88,Right arm Offbreak,Normal,0
6920,Test,Adelaide,Middle Stump,Good,Offside,143,Right arm Fast,Normal,0
6921,Test,Adelaide,Leg Stump,Good,Midwicket,141,Right arm Fast,Normal,0
6922,Test,Adelaide,Offside,Good,Close,84,Right arm Offbreak,Normal,0
6923,Test,Adelaide,Offside,Good,Offside,88,Right arm Offbreak,Normal,0
6924,Test,Adelaide,Middle Stump,Full,Close,83,Right arm Offbreak,Normal,0
6925,Test,Adelaide,Offside,Good,Wicketkeeper,140,Right arm Fast,Normal,0
6926,Test,Adelaide,Middle Stump,Full,Offside,142,Right arm Fast,Normal,0
6927,Test,Adelaide,Middle Stump,Full,Offside,141,Right arm Fast,Normal,0
6928,Test,Adelaide,Middle Stump,Short,Close,139,Right arm Fast,High,0
6929,Test,Adelaide,Middle Stump,Back of a Length,Close,142,Right arm Fast,Normal,0
6930,Test,Adelaide,Middle Stump,Good,Close,146,Right arm Fast,Normal,0
6931,Test,Adelaide,Legside,Short,Legside,147,Right arm Fast,Normal,0
6932,Test,Adelaide,Middle Stump,Good,Close,140,Right arm Fast,Normal,0
6933,Test,Adelaide,Offside,Back of a Length,Close,140,Right arm Fast,Normal,0
6934,Test,Adelaide,Middle Stump,Short,Close,140,Right arm Fast,Normal,0
6935,Test,Adelaide,Offside,Back of a Length,Gully,144,Right arm Fast,Normal,0
6936,Test,Adelaide,Legside,Short,Deep Midwicket,85,Right arm Offbreak,High,0
6937,Test,Adelaide,Middle Stump,Back of a Length,Offside,142,Right arm Fast,Normal,0
6938,Test,Adelaide,Wide Outside Off,Good,Wicketkeeper,142,Right arm Fast,Normal,0
6939,Test,Adelaide,Middle Stump,Short,Offside,141,Right arm Fast,Normal,0
6940,Test,Adelaide,Middle Stump,Good,Close,139,Right arm Fast,Normal,0
6941,Test,Adelaide,Middle Stump,Short,Close,141,Right arm Fast,High,0
6942,Test,Adelaide,Middle Stump,Back of a Length,Close,139,Right arm Fast,Normal,0
6943,Test,Adelaide,Middle Stump,Good,Close,141,Right arm Fast,Normal,0
6944,Test,Adelaide,Offside,Good,Point,143,Right arm Fast,Normal,0
6945,Test,Adelaide,Middle Stump,Short,Offside,143,Right arm Fast,Normal,0
6946,Test,Adelaide,Middle Stump,Good,Close,144,Right arm Fast,Normal,0
6947,Test,Adelaide,Middle Stump,Good,Wicketkeeper,141,Right arm Fast,Normal,0
6948,Test,Adelaide,Offside,Back of a Length,Close,142,Right arm Fast,Normal,0
6949,Test,Adelaide,Wide Outside Off,Good,Offside,90,Right arm Offbreak,Normal,0
6950,Test,Adelaide,Leg Stump,Short,Short Leg,77,Right arm Offbreak,Normal,0
6951,Test,Adelaide,Middle Stump,Good,Midwicket,84,Right arm Offbreak,Normal,0
6952,Test,Adelaide,Offside,Full,Offside,88,Right arm Offbreak,Normal,0
6953,Test,Adelaide,Legside,Short,Legside,88,Right arm Offbreak,Normal,0
6954,Test,Adelaide,Middle Stump,Good,Close,71,Right arm Offbreak,Normal,0
6955,Test,Adelaide,Middle Stump,Good,Close,82,Right arm Offbreak,Normal,0
6956,Test,Adelaide,Legside,Short,Short Fine Leg,72,Right arm Offbreak,Normal,0
6957,Test,Adelaide,Middle Stump,Good,Deep Midwicket,86,Right arm Offbreak,Normal,0
6958,Test,Adelaide,Legside,Good,Midwicket,74,Right arm Offbreak,Normal,0
6959,Test,Adelaide,Legside,Good,Square Leg,93,Right arm Offbreak,Normal,0
6960,Test,Adelaide,Legside,Short,Legside,148,Left-arm fast,Normal,0
6961,Test,Adelaide,Legside,Back of a Length,Legside,145,Left-arm fast,Normal,0
6962,Test,Adelaide,Middle Stump,Good,Gully,145,Left-arm fast,Normal,0
6963,Test,Adelaide,Middle Stump,Good,Close,145,Left-arm fast,Normal,0
6964,Test,Adelaide,Middle Stump,Short,Close,146,Left-arm fast,High,0
6965,Test,Adelaide,Legside,Good,Midwicket,140,Left-arm fast,Normal,0
6966,Test,Adelaide,Legside,Short,Square Leg,70,Right arm Offbreak,Normal,0
6967,Test,Adelaide,Middle Stump,Full,Close,145,Left-arm fast,Normal,0
6968,Test,Adelaide,Middle Stump,Full,Close,144,Left-arm fast,Normal,0
6969,Test,Adelaide,Middle Stump,Good,Offside,153,Left-arm fast,Normal,0
6970,Test,Adelaide,Middle Stump,Good,Close,71,Right arm Offbreak,Normal,0
6971,Test,Adelaide,Legside,Good,Legside,93,Right arm Offbreak,Normal,0
6972,Test,Adelaide,Middle Stump,Good,Close,-1,Right arm Offbreak,Normal,0
6973,Test,Adelaide,Middle Stump,Good,Deep Midwicket,71,Right arm Offbreak,Normal,0
6974,Test,Adelaide,Legside,Short,Legside,143,Left-arm fast,Normal,0
6975,Test,Adelaide,Middle Stump,Back of a Length,Close,142,Left-arm fast,Normal,0
6976,Test,Adelaide,Legside,Good,Close,149,Left-arm fast,Normal,0
6977,Test,Adelaide,Legside,Short,Legside,149,Left-arm fast,Normal,0
6978,Test,Adelaide,Middle Stump,Good,Offside,145,Left-arm fast,Normal,0
6979,Test,Adelaide,Middle Stump,Good,Offside,147,Left-arm fast,Normal,0
6980,Test,Adelaide,Middle Stump,Good,Close,136,Right arm Fast medium,Normal,0
6981,Test,Adelaide,Offside,Good,Close,131,Right arm Fast medium,Normal,0
6982,Test,Adelaide,Middle Stump,Good,Gully,131,Right arm Fast medium,Normal,0
6983,Test,Adelaide,Middle Stump,Back of a Length,Close,133,Right arm Fast medium,Normal,0
6984,Test,Adelaide,Middle Stump,Good,Close,144,Right arm Fast medium,Normal,0
6985,Test,Adelaide,Legside,Short,Short Leg,74,Right arm Offbreak,Normal,1
6986,Test,Perth,Off Stump,Good,Close,146,Right arm Fast medium,Normal,0
6987,Test,Perth,Middle Stump,Full,Close,134,Right arm Fast medium,Normal,0
6988,Test,Perth,Offside,Full,Gully,141,Right arm Fast medium,Normal,0
6989,Test,Perth,Offside,Back of a Length,Wicketkeeper,140,Right arm Fast medium,Normal,0
6990,Test,Perth,Middle Stump,Back of a Length,Point,140,Right arm Fast medium,Normal,0
6991,Test,Perth,Wide Outside Off,Back of a Length,Wicketkeeper,145,Right arm Fast medium,Normal,0
6992,Test,Perth,Wide Outside Off,Full,Deep Square Leg,144,Right arm Fast medium,Normal,0
6993,Test,Perth,Offside,Full,Offside,134,Right arm Fast medium,Normal,0
6994,Test,Perth,Middle Stump,Good,Close,142,Right arm Fast medium,Normal,0
6995,Test,Perth,Off Stump,Full,Midwicket,133,Right arm Fast medium,Normal,0
6996,Test,Perth,Wide Outside Off,Good,Close,138,Right arm Fast medium,Normal,0
6997,Test,Perth,Legside,Short,Fine Leg,138,Right arm Fast medium,Normal,0
6998,Test,Perth,Off Stump,Good,Offside,136,Right arm Fast,Normal,0
6999,Test,Perth,Wide Outside Off,Short,Wicketkeeper,142,Right arm Fast,Normal,0
7000,Test,Perth,Offside,Back of a Length,Point,136,Right arm Fast,Normal,0
7001,Test,Perth,Middle Stump,Good,Close,148,Right arm Fast,Normal,0
7002,Test,Perth,Middle Stump,Good,Wicketkeeper,138,Right arm Fast,Normal,0
7003,Test,Perth,Wide Outside Off,Back of a Length,Offside,142,Right arm Fast,Normal,0
7004,Test,Perth,Middle Stump,Back of a Length,Close,138,Right arm Fast,Normal,0
7005,Test,Perth,Legside,Short,Wicketkeeper,138,Right arm Fast,High,0
7006,Test,Perth,Middle Stump,Good,Gully,145,Right arm Fast,Normal,0
7007,Test,Perth,Middle Stump,Full,Close,140,Right arm Fast,Normal,0
7008,Test,Perth,Offside,Good,Point,138,Right arm Fast,Normal,0
7009,Test,Perth,Middle Stump,Good,Close,139,Right arm Fast,Normal,0
7010,Test,Perth,Middle Stump,Full,Close,145,Right arm Fast,Normal,0
7011,Test,Perth,Wide Outside Off,Back of a Length,Gully,139,Right arm Fast,Normal,0
7012,Test,Perth,Middle Stump,Full,Offside,141,Right arm Fast,Normal,0
7013,Test,Perth,Middle Stump,Good,Close,142,Right arm Fast,Normal,0
7014,Test,Perth,Middle Stump,Good,Close,139,Right arm Fast,Normal,0
7015,Test,Perth,Legside,Good,Sweeper,82,Right arm Offbreak,Normal,0
7016,Test,Perth,Middle Stump,Good,Offside,140,Right arm Fast,Normal,0
7017,Test,Perth,Legside,Full,Fine Leg,144,Right arm Fast,Normal,0
7018,Test,Perth,Off Stump,Good,Offside,80,Right arm Offbreak,Normal,0
7019,Test,Perth,Legside,Short,Short Leg,71,Right arm Offbreak,Normal,0
7020,Test,Perth,Middle Stump,Short,Mid-On,92,Right arm Offbreak,Normal,0
7021,Test,Perth,Off Stump,Good,Close,82,Right arm Offbreak,Normal,0
7022,Test,Perth,Middle Stump,Short,Close,72,Right arm Offbreak,Normal,0
7023,Test,Perth,Offside,Full,Offside,80,Right arm Offbreak,Normal,0
7024,Test,Perth,Middle Stump,Good,Close,144,Right arm Fast,Normal,0
